     pmw          pmn          x          y          z          vx          vy          vz
     -1.8819      0.1876     -1.6949    -37.4850    -25.4156    -38.6301   -198.9244    186.1031
     -1.9495      0.2288     -1.1462    -40.6036    -27.5301    -57.7138   -225.5900    225.9643
     -1.9147      0.2182     -1.1138    -40.7876    -27.6548    -54.3461   -224.4098    219.7466
     -1.9128      0.2335     -0.3164    -45.3198    -30.7278    -69.8024   -252.6929    258.8310
     -1.8670      0.1864     -0.4933    -44.3145    -30.0462    -53.7948   -239.8270    242.0264
     -1.8768      0.2653     -1.6630    -37.6663    -25.5385    -56.0203   -197.7455    185.4900
     -1.9474      0.3251     -1.1790    -40.4173    -27.4038    -78.5006   -229.8667    216.7881
     -1.9167      0.2067     -1.2946    -39.7602    -26.9583    -48.2045   -223.6493    207.7134
     -1.9239      0.2513     -1.1072    -40.8251    -27.6803    -62.6019   -224.9845    221.3224
     -1.9124      0.2431     -1.4885    -38.6580    -26.2110    -54.1439   -212.1019    198.7321
     -1.9361      0.1977     -1.2605    -39.9541    -27.0897    -47.9951   -222.4898    216.7063
     -1.9217      0.1810     -0.8941    -42.0364    -28.5015    -49.1418   -231.0573    234.9489
     -1.8997      0.2627     -1.8309    -36.7120    -24.8915    -53.4399   -194.1798    181.6035
     -1.9585      0.1390     -0.7445    -42.8866    -29.0780    -41.2604   -245.0108    249.1338
     -1.8910      0.2814     -1.4088    -39.1109    -26.5180    -64.4800   -206.0578    201.7103
     -1.9310      0.2233     -1.0102    -41.3766    -28.0542    -56.9471   -233.5756    225.7579
     -1.9066      0.2114     -1.3529    -39.4286    -26.7334    -49.2162   -214.2399    206.7950
     -1.9275      0.2092     -1.1756    -40.4366    -27.4169    -51.9238   -222.7285    220.1624
     -1.9165      0.2165     -0.7243    -43.0017    -29.1560    -59.8004   -237.6497    240.4041
     -1.8898      0.1833     -1.4641    -38.7966    -26.3049    -41.0877   -207.3389    199.6051
     -1.9345      0.1576     -0.7616    -42.7895    -29.0122    -45.7112   -236.5394    245.7868
     -1.8920      0.1916     -1.3615    -39.3797    -26.7003    -44.9563   -207.9132    207.1001
     -1.9280      0.2426     -1.3828    -39.2586    -26.6181    -56.6690   -214.4437    209.2829
     -1.9294      0.2575     -1.3942    -39.1940    -26.5744    -59.3096   -217.3926    206.3183
     -1.9301      0.2416     -0.3640    -45.0494    -30.5445    -71.3090   -255.9729    258.1788
     -1.8696      0.1925     -1.2093    -40.2448    -27.2868    -45.7235   -215.3747    206.9938
     -1.9186      0.1697     -1.8349    -36.6892    -24.8761    -34.3288   -195.9695    187.7183
     -1.9588      0.2575     -1.0783    -40.9896    -27.7918    -65.8568   -228.6668    230.7156
     -1.9106      0.2567     -0.5500    -43.9919    -29.8274    -71.6592   -246.5205    244.1383
     -1.8799      0.2625     -0.7232    -43.0079    -29.1603    -69.5102   -235.8866    229.1249
     -1.8898      0.1958     -0.9385    -41.7840    -28.3304    -50.4830   -229.0376    223.1997
     -1.9023      0.2161     -1.0306    -41.2607    -27.9756    -55.0417   -223.7588    222.8998
     -1.9078      0.2483     -1.1593    -40.5291    -27.4796    -60.5786   -221.4389    215.4047
     -1.9155      0.2520     -1.5460    -38.3314    -25.9895    -55.3083   -210.3412    196.2165
     -1.9398      0.2007     -0.7576    -42.8119    -29.0274    -55.6783   -242.0389    242.3989
     -1.8917      0.2512     -1.1238    -40.7311    -27.6165    -61.5048   -219.6939    214.5924
     -1.9134      0.1935     -1.2295    -40.1302    -27.2091    -46.7665   -221.0417    213.8444
     -1.9198      0.2713     -0.3549    -45.1012    -30.5795    -79.4002   -251.4033    257.6509
     -1.8691      0.2011     -0.8380    -42.3555    -28.7179    -52.4447   -230.3372    223.4710
     -1.8964      0.2294     -1.3726    -39.3169    -26.6576    -52.9386   -211.1099    204.1012
     -1.9287      0.2014     -1.5467    -38.3272    -25.9866    -44.8116   -210.2816    201.3055
     -1.9398      0.1912     -0.9975    -41.4489    -28.1032    -50.6320   -230.1141    232.6862
     -1.9058      0.2331     -0.8315    -42.3924    -28.7429    -62.1386   -231.3897    232.9097
     -1.8960      0.2534     -1.3141    -39.6495    -26.8832    -58.8706   -215.3506    204.6559
     -1.9251      0.1568     -1.1483    -40.5914    -27.5218    -39.6964   -225.2377    221.5728
     -1.9149      0.2226     -0.9685    -41.6137    -28.2149    -58.2215   -225.5123    229.7231
     -1.9041      0.2371     -0.7785    -42.6936    -28.9471    -63.5264   -234.9718    233.7565
     -1.8929      0.1846     -0.9584    -41.6710    -28.2538    -47.9130   -227.1229    224.3393
     -1.9035      0.2227     -0.7310    -42.9635    -29.1302    -61.0815   -234.1737    238.1470
     -1.8902      0.2473     -0.5681    -43.8891    -29.7578    -68.8084   -240.7163    240.8430
     -1.8810      0.1937     -1.4137    -39.0831    -26.4992    -43.4967   -209.9401    198.8177
     -1.9313      0.2712     -1.4883    -38.6592    -26.2117    -61.4117   -211.4567    203.3756
     -1.9361      0.2358     -0.8862    -42.0815    -28.5321    -61.9971   -238.3805    232.8643
     -1.8992      0.2846     -1.1537    -40.5608    -27.5011    -68.5933   -222.1053    211.7461
     -1.9152      0.3071     -1.3683    -39.3412    -26.6742    -70.0082   -219.5713    201.3051
     -1.9285      0.3109     -0.6725    -43.2960    -29.3556    -83.1121   -248.2615    237.2991
     -1.8869      0.2063     -0.7131    -43.0654    -29.1992    -55.5235   -239.7033    231.3390
     -1.8892      0.2700     -1.1513    -40.5748    -27.5106    -65.2952   -218.9230    211.7447
     -1.9151      0.1380     -1.2668    -39.9178    -27.0651    -33.5258   -220.3451    213.8104
     -1.9221      0.2452     -1.3301    -39.5585    -26.8215    -58.4507   -212.4758    212.8700
     -1.9261      0.2188     -0.8417    -42.3339    -28.7033    -58.5694   -236.8629    234.8926
     -1.8966      0.2455     -0.7462    -42.8773    -29.0717    -65.8616   -234.9742    233.6357
     -1.8911      0.2079     -1.1079    -40.8212    -27.6776    -51.2197   -222.2848    215.2654
     -1.9124      0.1651     -0.8896    -42.0622    -28.5191    -45.0100   -230.3276    233.6137
     -1.8994      0.1800     -0.8960    -42.0255    -28.4942    -48.5789   -225.9457    231.7897
     -1.8998      0.2308     -1.3421    -39.4901    -26.7751    -53.9952   -211.4238    207.0249
     -1.9268      0.2216     -1.1045    -40.8408    -27.6909    -55.5787   -226.5371    222.3130
     -1.9122      0.1959     -0.8729    -42.1566    -28.5831    -52.4753   -232.1025    232.5193
     -1.8984      0.1521     -1.1328    -40.6794    -27.5815    -38.6718   -218.7654    219.7613
     -1.9139      0.1972     -1.1417    -40.6293    -27.5475    -49.8587   -218.4962    222.1542
     -1.9145      0.2165     -0.7855    -42.6534    -28.9199    -58.9784   -234.4152    237.4142
     -1.8934      0.2285     -1.5022    -38.5799    -26.1580    -50.5874   -206.9498    196.5713
     -1.9369      0.1637     -1.4958    -38.6164    -26.1827    -37.4742   -212.6955    206.8934
     -1.9365      0.2187     -1.0731    -41.0188    -27.8116    -56.3376   -225.0077    228.5624
     -1.9103      0.1853     -1.4081    -39.1150    -26.5208    -42.7928   -212.1520    205.9754
     -1.9310      0.2497     -0.7852    -42.6554    -28.9213    -67.6441   -236.4873    239.7555
     -1.8933      0.1383     -1.5579    -38.2635    -25.9434    -29.8113   -205.8605    196.0398
     -1.9405      0.2354     -0.7070    -43.0998    -29.2226    -66.0992   -237.7569    248.1317
     -1.8888      0.2226     -1.2869    -39.8036    -26.9877    -52.0953   -215.1450    205.8154
     -1.9234      0.1982     -1.4466    -38.8958    -26.3722    -45.4260   -212.8159    205.7677
     -1.9334      0.2497     -1.2196    -40.1860    -27.2470    -60.8476   -221.6163    217.9167
     -1.9192      0.2502     -1.4007    -39.1570    -26.5492    -57.2488   -216.1720    204.1338
     -1.9305      0.2004     -0.7572    -42.8146    -29.0292    -55.3821   -240.6396    240.6399
     -1.8917      0.2027     -0.6697    -43.3120    -29.3664    -56.5512   -235.3814    239.0439
     -1.8867      0.3033     -1.3028    -39.7137    -26.9267    -70.3687   -213.3418    202.6523
     -1.9244      0.2630     -1.2940    -39.7637    -26.9606    -61.3796   -224.0633    207.7426
     -1.9238      0.1992     -0.8525    -42.2729    -28.6619    -53.4350   -236.9572    234.0477
     -1.8972      0.2647     -0.9827    -41.5327    -28.1600    -67.0353   -225.6083    222.0722
     -1.9049      0.1451     -1.1386    -40.6469    -27.5594    -36.4510   -223.4055    218.2515
     -1.9143      0.1590     -0.6867    -43.2150    -29.3006    -46.8078   -234.1523    246.9432
     -1.8877      0.2500     -1.1937    -40.3335    -27.3469    -60.4917   -214.1629    212.1000
     -1.9176      0.1981     -1.2325    -40.1132    -27.1976    -47.9182   -221.4883    214.3516
     -1.9200      0.2091     -1.0793    -40.9840    -27.7880    -53.1856   -224.4546    224.1008
     -1.9107      0.2791     -1.1987    -40.3051    -27.3277    -67.1931   -220.3635    213.0081
     -1.9179      0.2533     -1.2238    -40.1625    -27.2310    -60.3371   -224.2355    211.4011
     -1.9195      0.2563     -1.0691    -41.0415    -27.8270    -63.7605   -228.5955    220.3051
     -1.9101      0.1851     -1.5345    -38.3965    -26.0336    -40.6638   -209.7580    198.1205
     -1.9390      0.2254     -0.9640    -41.6388    -28.2320    -59.3352   -230.7061    233.4152
     -1.9038      0.2135     -1.1385    -40.6471    -27.5596    -52.6358   -221.7790    216.7592
     -1.9143      0.3277     -1.0377    -41.2204    -27.9483    -81.2517   -227.5781    219.4315
     -1.9082      0.2499     -1.4460    -38.8993    -26.3745    -55.3789   -217.6981    196.7465
     -1.9334      0.2227     -0.6480    -43.4352    -29.4499    -62.4800   -245.3249    245.7498
     -1.8855      0.2476     -1.1057    -40.8339    -27.6862    -60.5580   -220.7544    213.5421
     -1.9123      0.3298     -0.7855    -42.6534    -28.9199    -85.8825   -238.5560    229.9859
     -1.8934      0.2349     -0.9327    -41.8171    -28.3528    -59.2735   -234.2151    219.8158
     -1.9020      0.2232     -1.1832    -40.3932    -27.3875    -54.0801   -220.5985    213.4056
     -1.9170      0.2224     -0.4742    -44.4232    -30.1199    -64.7419   -247.7231    252.1681
     -1.8757      0.2412     -1.0696    -41.0388    -27.8252    -59.3306   -220.6266    213.7049
     -1.9101      0.2016     -0.7080    -43.0939    -29.2186    -55.8597   -239.0168    239.2956
     -1.8889      0.1310     -1.0932    -40.9049    -27.7344    -33.9226   -218.9741    220.5613
     -1.9115      0.1969     -0.9365    -41.7953    -28.3381    -52.7535   -224.3636    232.7975
     -1.9022      0.2370     -0.8429    -42.3273    -28.6988    -62.7348   -230.8554    231.2262
     -1.8967      0.1997     -1.0312    -41.2572    -27.9732    -50.6147   -225.1999    220.8241
     -1.9078      0.2446     -1.2788    -39.8500    -27.0191    -58.0687   -216.0977    210.3001
     -1.9229      0.2218     -0.9870    -41.5084    -28.1435    -57.0821   -231.1131    226.8785
     -1.9052      0.2301     -0.4460    -44.5834    -30.2285    -66.7476   -247.0274    250.8012
     -1.8741      0.2414     -0.8176    -42.4712    -28.7964    -63.0262   -229.8495    225.3568
     -1.8952      0.2731     -0.3433    -45.1672    -30.6243    -78.7994   -251.0035    250.9976
     -1.8685      0.2400     -1.2941    -39.7627    -26.9599    -54.9901   -214.6466    199.4368
     -1.9238      0.2421     -1.3523    -39.4322    -26.7359    -56.4036   -217.8709    208.1153
     -1.9275      0.2530     -1.1168    -40.7703    -27.6431    -62.5885   -227.2283    220.0408
     -1.9130      0.3038     -1.6682    -37.6368    -25.5185    -64.3962   -206.4369    187.4899
     -1.9477      0.2365     -1.4908    -38.6449    -26.2020    -53.0231   -219.5535    203.1952
     -1.9362      0.2439     -0.7552    -42.8258    -29.0368    -66.2942   -241.2762    240.5277
     -1.8916      0.2831     -1.0869    -40.9407    -27.7586    -69.0625   -223.9509    213.2999
     -1.9112      0.2263     -1.0527    -41.1348    -27.8902    -56.4536   -229.4513    219.5827
     -1.9091      0.2371     -0.7477    -42.8687    -29.0659    -64.0776   -237.0192    236.1491
     -1.8912      0.2536     -1.4121    -39.0920    -26.5052    -57.2117   -211.4210    198.7764
     -1.9312      0.2770     -0.4040    -44.8218    -30.3901    -79.7821   -254.9210    254.9353
     -1.8718      0.2719     -1.3621    -39.3761    -26.6978    -61.1666   -213.2771    195.3048
     -1.9281      0.2837     -1.3817    -39.2651    -26.6226    -65.0296   -219.7260    204.4714
     -1.9293      0.1640     -1.2587    -39.9642    -27.0965    -39.7552   -223.6491    215.2843
     -1.9216      0.2612     -1.2656    -39.9250    -27.0700    -62.7938   -216.4912    214.2992
     -1.9221      0.1294     -0.9249    -41.8612    -28.3828    -35.8016   -233.0773    233.1356
     -1.9015      0.2016     -1.2342    -40.1032    -27.1908    -49.4991   -212.2027    215.9058
     -1.9201      0.2016     -0.6722    -43.2976    -29.3566    -57.0395   -239.4102    244.7100
     -1.8868      0.2533     -1.2119    -40.2303    -27.2770    -60.4912   -215.9505    209.2177
     -1.9188      0.2979     -0.8468    -42.3053    -28.6839    -77.2182   -237.1478    229.4235
     -1.8969      0.3054     -0.8858    -42.0834    -28.5334    -77.2696   -235.4099    221.0571
     -1.8992      0.1618     -0.8939    -42.0373    -28.5022    -42.7948   -234.0455    227.0161
     -1.8997      0.2672     -1.4846    -38.6799    -26.2257    -60.0859   -205.6152    199.2382
     -1.9358      0.2681     -1.8592    -36.5510    -24.7824    -54.1259   -202.6712    182.7658
     -1.9604      0.1989     -0.9722    -41.5923    -28.2004    -52.6930   -237.9158    234.9923
     -1.9043      0.1828     -0.6947    -43.1695    -29.2698    -51.6904   -235.9264    241.3055
     -1.8881      0.1658     -1.0574    -41.1080    -27.8721    -42.6394   -219.4695    221.4750
     -1.9094      0.2784     -1.1875    -40.3686    -27.3707    -67.6128   -218.0259    215.0778
     -1.9173      0.2468     -1.2646    -39.9305    -27.0737    -58.2204   -222.5319    209.5379
     -1.9220      0.2740     -1.2289    -40.1335    -27.2114    -65.4303   -222.9281    212.3550
     -1.9198      0.1695     -1.1152    -40.7795    -27.6493    -42.6973   -227.1023    220.8799
     -1.9129      0.2408     -1.4338    -38.9688    -26.4217    -55.3269   -209.2949    204.9054
     -1.9326      0.2913     -1.1523    -40.5687    -27.5064    -71.0145   -227.0121    217.7015
     -1.9151      0.1566     -1.7384    -37.2374    -25.2478    -31.6673   -204.7339    188.5052
     -1.9523      0.1915     -0.9183    -41.8987    -28.4082    -52.6154   -232.1178    240.9490
     -1.9011      0.1756     -1.1645    -40.4994    -27.4594    -43.8096   -218.0128    217.8892
     -1.9159      0.2462     -0.9729    -41.5882    -28.1977    -63.5805   -226.8922    227.9296
     -1.9043      0.2487     -0.6537    -43.4028    -29.4280    -68.0187   -241.0757    238.5238
     -1.8858      0.1927     -0.5449    -44.0209    -29.8471    -55.0829   -241.7155    242.4946
     -1.8797      0.1982     -1.2863    -39.8071    -26.9901    -46.7689   -211.1430    206.8357
     -1.9233      0.1572     -1.3454    -39.4712    -26.7623    -37.8717   -214.5705    213.4888
     -1.9270      0.2081     -1.2618    -39.9463    -27.0844    -50.9890   -216.2977    217.9526
     -1.9218      0.2322     -1.1846    -40.3852    -27.3820    -56.9458   -221.7267    217.8117
     -1.9171      0.2357     -1.1874    -40.3694    -27.3713    -57.3442   -222.4594    215.6585
     -1.9173      0.2660     -0.8774    -42.1315    -28.5661    -69.2126   -234.3775    229.6933
     -1.8987      0.2336     -1.2469    -40.0313    -27.1421    -55.1220   -219.8333    207.9632
     -1.9209      0.1966     -1.1026    -40.8516    -27.6982    -49.6047   -225.6659    222.2092
     -1.9121      0.2236     -0.6634    -43.3475    -29.3905    -62.4230   -238.5747    242.7304
     -1.8863      0.1971     -0.4694    -44.4505    -30.1384    -57.4967   -243.0786    247.1381
     -1.8754      0.2172     -1.1373    -40.6543    -27.5644    -53.0292   -216.3882    212.3722
     -1.9142      0.2096     -1.1998    -40.2986    -27.3233    -51.2364   -220.4162    216.1747
     -1.9180      0.2499     -1.0021    -41.4227    -28.0854    -63.7170   -228.1822    225.3805
     -1.9061      0.1818     -1.5102    -38.5348    -26.1274    -40.2158   -209.7109    198.9968
     -1.9375      0.1588     -0.4013    -44.8373    -30.4006    -50.6117   -250.0966    264.7121
     -1.8717      0.2804     -0.7271    -42.9854    -29.1450    -74.5915   -229.0204    230.3922
     -1.8900      0.2150     -0.8557    -42.2547    -28.6495    -56.0396   -233.3395    225.7839
     -1.8974      0.2978     -1.1888    -40.3614    -27.3658    -71.2213   -219.5288    209.9705
     -1.9173      0.2441     -1.1865    -40.3745    -27.3748    -58.6099   -226.5069    212.7738
     -1.9172      0.2481     -1.3989    -39.1672    -26.5562    -56.8206   -215.6211    204.1554
     -1.9304      0.2002     -1.0768    -40.9979    -27.7975    -50.9037   -228.7917    224.5959
     -1.9105      0.1820     -0.7582    -42.8088    -29.0252    -50.8275   -234.5826    239.3863
     -1.8918      0.2829     -1.0643    -41.0692    -27.8458    -70.0230   -221.1337    216.9263
     -1.9098      0.1649     -1.2000    -40.2977    -27.3227    -40.1937   -223.1572    214.5511
     -1.9180      0.1966     -1.3820    -39.2633    -26.6214    -46.4267   -211.0516    210.4018
     -1.9293      0.1944     -1.4714    -38.7551    -26.2768    -44.6747   -211.0940    206.7965
     -1.9350      0.0788     -1.4578    -38.8323    -26.3291    -19.5027   -210.8236    213.2195
     -1.9341      0.2248     -1.0923    -40.9101    -27.7379    -58.2769   -219.0359    230.2790
     -1.9115      0.2274     -0.7746    -42.7156    -28.9621    -61.4036   -236.1621    235.7765
     -1.8927      0.1811     -0.6643    -43.3423    -29.3870    -51.0455   -237.0242    239.3968
     -1.8864      0.2754     -1.3813    -39.2675    -26.6242    -63.0168   -208.8680    200.7686
     -1.9293      0.2518     -0.7257    -42.9937    -29.1506    -68.0903   -243.7775    238.7004
     -1.8899      0.2189     -0.7631    -42.7811    -29.0065    -58.6102   -235.0172    231.2985
     -1.8921      0.2130     -1.2088    -40.2480    -27.2890    -51.2725   -217.2885    211.3292
     -1.9186      0.2192     -1.4841    -38.6827    -26.2277    -49.4965   -210.5070    202.5592
     -1.9358      0.2285     -1.3432    -39.4839    -26.7709    -54.0145   -218.3692    212.1787
     -1.9269      0.2104     -0.4514    -44.5526    -30.2076    -62.2759   -250.1599    255.7138
     -1.8744      0.2494     -0.3332    -45.2243    -30.6630    -72.5623   -246.1079    249.4104
     -1.8679      0.1184     -0.8994    -42.0063    -28.4811    -32.0530   -225.6474    224.6864
     -1.9000      0.1865     -0.8527    -42.2716    -28.6610    -51.2047   -224.9139    235.6426
     -1.8973      0.2436     -0.8348    -42.3734    -28.7300    -64.4283   -229.9311    230.7723
     -1.8962      0.3124     -1.1746    -40.4423    -27.4207    -74.4822   -221.7530    208.6820
     -1.9165      0.1851     -1.0556    -41.1187    -27.8793    -46.6256   -231.2857    221.0397
     -1.9093      0.2810     -0.5408    -44.0447    -29.8632    -78.6144   -242.7076    246.1133
     -1.8794      0.2396     -1.0807    -40.9760    -27.7826    -58.2854   -224.1755    211.6043
     -1.9108      0.2129     -0.5122    -44.2070    -29.9733    -61.4359   -246.2690    248.7529
     -1.8778      0.1038     -0.2253    -45.8376    -31.0789    -36.3364   -248.5882    262.1500
     -1.8621      0.2304     -0.7935    -42.6082    -28.8892    -61.7014   -221.4137    229.6500
     -1.8938      0.1987     -1.4715    -38.7545    -26.2764    -44.3476   -208.5856    198.7970
     -1.9350      0.1931     -0.8211    -42.4511    -28.7827    -53.3864   -235.7924    240.6921
     -1.8954      0.2949     -1.1672    -40.4840    -27.4490    -71.0822   -218.7122    211.6410
     -1.9160      0.3093     -1.5044    -38.5676    -26.1496    -68.0654   -215.3393    194.2304
     -1.9371      0.2624     -1.4208    -39.0426    -26.4717    -59.4949   -221.4084    203.5311
     -1.9318      0.2775     -1.1186    -40.7601    -27.6362    -68.1502   -229.2450    218.9381
     -1.9131      0.2401     -0.6841    -43.2300    -29.3108    -65.3593   -242.9600    237.9246
     -1.8875      0.3259     -1.2940    -39.7636    -26.9606    -75.2632   -216.2454    200.8133
     -1.9238      0.2060     -0.8055    -42.5398    -28.8429    -55.0785   -242.4711    233.5923
     -1.8945      0.2016     -1.6169    -37.9279    -25.7159    -43.2550   -202.0378    192.5945
     -1.9444      0.2868     -1.0233    -41.3018    -28.0035    -72.8713   -230.9963    228.1864
     -1.9073      0.2503     -0.9223    -41.8760    -28.3928    -63.9285   -234.1798    224.1413
     -1.9013      0.1704     -1.0184    -41.3301    -28.0227    -43.8872   -226.7155    223.0774
     -1.9070      0.2698     -1.8348    -36.6898    -24.8765    -55.1509   -194.3826    182.8387
     -1.9588      0.2421     -0.6766    -43.2724    -29.3396    -67.3780   -249.3362    247.8149
     -1.8871      0.2280     -0.8570    -42.2475    -28.6447    -59.4601   -230.7967    226.1151
     -1.8975      0.1924     -1.0661    -41.0587    -27.8387    -48.5498   -223.4315    219.9218
     -1.9099      0.1930     -1.6603    -37.6813    -25.5487    -41.3373   -201.4961    194.0526
     -1.9472      0.2531     -0.9734    -41.5858    -28.1961    -65.8925   -232.3002    233.0422
     -1.9044      0.2812     -0.8113    -42.5069    -28.8206    -73.3753   -236.1937    229.0429
     -1.8948      0.1470     -1.3377    -39.5148    -26.7919    -34.0457   -215.9052    205.6735
     -1.9265      0.1963     -0.5735    -43.8588    -29.7372    -57.8444   -240.6439    253.4106
     -1.8813      0.2775     -0.8272    -42.4166    -28.7594    -72.1558   -228.9736    226.0862
     -1.8958      0.2497     -1.6675    -37.6408    -25.5213    -52.1342   -205.1505    185.5965
     -1.9477      0.2389     -0.9005    -41.9998    -28.4768    -63.0706   -238.2297    235.1592
     -1.9001      0.2167     -1.2234    -40.1650    -27.2327    -51.9260   -219.0522    211.1671
     -1.9195      0.2595     -0.8302    -42.3996    -28.7478    -68.6525   -235.1993    233.5231
     -1.8959      0.1829     -0.2739    -45.5613    -30.8915    -56.3857   -253.4429    258.0523
     -1.8647      0.3272     -1.2932    -39.7679    -26.9635    -75.5488   -209.9101    198.8229
     -1.9238      0.2319     -0.7660    -42.7643    -28.9951    -61.9312   -244.3190    234.3739
     -1.8922      0.2637     -1.4755    -38.7320    -26.2611    -58.5459   -209.0938    195.6630
     -1.9352      0.2045     -0.6380    -43.4920    -29.4885    -58.0412   -246.5370    246.8963
     -1.8849      0.2140     -0.6071    -43.6678    -29.6077    -59.9664   -237.0341    240.0664
     -1.8831      0.2194     -1.0247    -41.2939    -27.9981    -55.1813   -222.4732    218.6001
     -1.9074      0.2342     -0.9744    -41.5800    -28.1921    -60.0188   -228.1160    224.9676
     -1.9044      0.2455     -1.1446    -40.6126    -27.5362    -59.8761   -222.5555    214.8853
     -1.9146      0.1883     -1.0211    -41.3146    -28.0122    -48.4743   -228.3788    224.9574
     -1.9072      0.2669     -0.6697    -43.3120    -29.3665    -72.9307   -237.7255    239.8284
     -1.8867      0.1905     -0.5954    -43.7342    -29.6527    -53.6933   -241.0856    239.5692
     -1.8825      0.2254     -1.2491    -40.0184    -27.1333    -53.5637   -213.0442    208.1634
     -1.9210      0.2311     -0.7646    -42.7722    -29.0004    -62.7195   -237.9615    238.0087
     -1.8921      0.1771     -0.8032    -42.5529    -28.8518    -48.1870   -232.1255    232.4329
     -1.8944      0.2267     -1.2323    -40.1139    -27.1981    -54.5665   -214.4446    211.7141
     -1.9200      0.3009     -1.3692    -39.3363    -26.6708    -69.3453   -216.6716    204.7197
     -1.9285      0.2455     -0.7977    -42.5844    -28.8731    -65.1460   -242.4549    234.1962
     -1.8941      0.2668     -1.1775    -40.4255    -27.4093    -63.8630   -220.9070    209.9496
     -1.9167      0.2961     -1.3677    -39.3448    -26.6766    -67.7865   -218.5992    202.7618
     -1.9284      0.2712     -0.6381    -43.4916    -29.4882    -74.0088   -248.3498    241.2166
     -1.8849      0.1511     -1.0600    -41.0932    -27.8621    -38.1703   -223.9775    217.8012
     -1.9095      0.2455     -1.2695    -39.9029    -27.0550    -58.9666   -213.8027    212.9971
     -1.9223      0.1860     -1.1234    -40.7328    -27.6177    -46.7791   -225.6624    221.3961
     -1.9134      0.2219     -0.9941    -41.4680    -28.1162    -57.3381   -226.0890    227.0104
     -1.9056      0.2086     -1.1509    -40.5770    -27.5121    -51.4283   -221.3055    216.8308
     -1.9150      0.2288     -1.3021    -39.7176    -26.9293    -54.2423   -216.5360    210.7834
     -1.9243      0.2561     -1.3373    -39.5172    -26.7935    -59.9072   -217.9848    208.8364
     -1.9265      0.2608     -0.8262    -42.4222    -28.7631    -68.8266   -238.6795    233.4936
     -1.8957      0.3037     -0.7091    -43.0881    -29.2146    -80.2424   -239.4259    231.0165
     -1.8890      0.2371     -1.3685    -39.3402    -26.6735    -53.4475   -216.4434    198.5058
     -1.9285      0.2606     -1.1052    -40.8367    -27.6882    -64.6048   -227.5906    220.7042
     -1.9123      0.1843     -1.4410    -38.9281    -26.3941    -41.7513   -213.6685    203.0510
     -1.9330      0.2747     -0.9092    -41.9505    -28.4433    -71.7458   -232.4803    232.9104
     -1.9006      0.1845     -0.4642    -44.4798    -30.1582    -54.2668   -248.1996    248.9006
     -1.8751      0.1906     -1.2127    -40.2257    -27.2739    -45.9939   -212.5933    210.2409
     -1.9188      0.2518     -1.4713    -38.7556    -26.2771    -57.1089   -210.0663    202.8413
     -1.9350      0.1886     -1.2866    -39.8057    -26.9891    -45.4739   -221.7887    215.2036
     -1.9234      0.1289     -0.7534    -42.8361    -29.0438    -38.4334   -235.2011    245.0102
     -1.8915      0.2665     -0.7263    -42.9899    -29.1481    -72.1064   -229.9220    236.2476
     -1.8899      0.2273     -1.6205    -37.9077    -25.7022    -47.9902   -205.2084    188.1792
     -1.9446      0.1770     -1.3678    -39.3439    -26.6760    -42.2887   -218.4717    214.3193
     -1.9284      0.1259     -0.2522    -45.6846    -30.9751    -43.7092   -253.4670    272.0882
     -1.8635      0.2024     -1.0423    -41.1942    -27.9305    -51.3165   -213.7573    218.1907
     -1.9085      0.2076     -2.0411    -35.5171    -24.0813    -38.9897   -188.2776    173.8764
     -1.9729      0.3101     -0.8303    -42.3992    -28.7476    -82.4614   -242.7975    242.3290
     -1.8960      0.2432     -0.5884    -43.7738    -29.6796    -66.7404   -245.9254    237.7141
     -1.8821      0.2656     -0.9150    -41.9178    -28.4211    -67.4395   -228.5692    220.6125
     -1.9009      0.2149     -1.6153    -37.9373    -25.7223    -45.6948   -206.5742    190.9099
     -1.9442      0.2923     -1.4431    -38.9159    -26.3858    -66.9275   -216.2866    206.3046
     -1.9332      0.2542     -1.9692    -35.9256    -24.3583    -49.1869   -199.6357    176.3059
     -1.9679      0.2452     -0.6224    -43.5804    -29.5484    -69.4039   -251.7939    252.9321
     -1.8840      0.2716     -1.5861    -38.1034    -25.8349    -58.1588   -204.9503    187.9313
     -1.9423      0.2055     -1.5996    -38.0262    -25.7826    -44.8817   -212.5915    199.2238
     -1.9432      0.2591     -0.7317    -42.9592    -29.1273    -70.8941   -241.5056    243.6922
     -1.8903      0.2166     -1.2048    -40.2704    -27.3042    -51.7007   -219.6065    209.4227
     -1.9183      0.2925     -1.1970    -40.3147    -27.3342    -70.4215   -222.0506    213.6794
     -1.9178      0.2540     -0.1928    -46.0223    -31.2041    -76.4060   -262.6352    262.1265
     -1.8603      0.2045     -1.6611    -37.6771    -25.5459    -41.9060   -199.0644    182.3219
     -1.9472      0.2383     -0.6972    -43.1554    -29.2603    -66.4669   -243.0227    247.2069
     -1.8883      0.1683     -1.4020    -39.1498    -26.5444    -38.2916   -210.4706    202.1258
     -1.9306      0.2041     -1.1330    -40.6788    -27.5810    -51.8731   -222.0937    224.8340
     -1.9139      0.1677     -0.9529    -41.7021    -28.2749    -44.9130   -228.0501    230.7741
     -1.9032      0.2155     -1.1077    -40.8222    -27.6783    -54.1234   -219.4212    220.3872
     -1.9124      0.1987     -1.2539    -39.9916    -27.1151    -47.9757   -217.9847    213.6549
