     pmw          pmn          x          y          z          vx          vy          vz
     -1.9135      0.2626     -0.6443    -43.4561    -29.4642    -72.6854   -238.1981    243.4449
     -1.8853      0.2502     -1.0472    -41.1664    -27.9117    -61.6403   -225.2136    214.6559
     -1.9088      0.2348     -0.4974    -44.2914    -30.0305    -66.9941   -247.4380    247.6477
     -1.8770      0.2653     -1.4763    -38.7276    -26.2581    -58.4569   -207.3017    192.6728
     -1.9353      0.2193     -1.4637    -38.7989    -26.3064    -49.7149   -216.4883    204.5321
     -1.9345      0.2850     -1.0531    -41.1328    -27.8889    -71.4985   -229.5754    224.1518
     -1.9091      0.1847     -0.8242    -42.4338    -28.7710    -49.6893   -237.0401    232.2873
     -1.8956      0.2735      0.0113    -47.1823    -31.9906    -85.2149   -260.5202    270.7221
     -1.8495      0.1805     -1.1101    -40.8090    -27.6693    -43.3924   -217.9164    207.2142
     -1.9126      0.3019     -0.4720    -44.4355    -30.1282    -85.1718   -245.7000    249.4246
     -1.8756      0.2419     -0.5725    -43.8644    -29.7410    -66.1386   -243.0454    234.6824
     -1.8812      0.2847     -1.1776    -40.4249    -27.4089    -67.6803   -219.1956    206.8944
     -1.9167      0.1525     -1.4214    -39.0392    -26.4694    -34.8036   -215.9958    205.1470
     -1.9318      0.1919     -1.3484    -39.4540    -26.7506    -46.3161   -213.2811    215.3283
     -1.9272      0.1999     -1.3775    -39.2888    -26.6386    -47.1852   -214.0421    211.1095
     -1.9290      0.2583     -1.5477    -38.3216    -25.9829    -57.5125   -209.2046    200.2517
     -1.9399      0.2200     -1.3495    -39.4482    -26.7467    -51.7135   -220.8787    211.3971
     -1.9273      0.1849     -0.7966    -42.5906    -28.8773    -51.3033   -236.7561    239.8975
     -1.8940      0.2369     -1.2027    -40.2825    -27.3124    -57.2353   -216.0502    212.3674
     -1.9182      0.2501     -0.9499    -41.7194    -28.2866    -64.2916   -231.7249    226.9131
     -1.9030      0.2337     -0.6914    -43.1887    -29.2829    -63.6629   -239.5500    236.8951
     -1.8879      0.1833     -1.5856    -38.1061    -25.8367    -39.2500   -203.7597    192.5775
     -1.9423      0.1852     -1.1988    -40.3043    -27.3271    -46.7760   -221.8967    223.9216
     -1.9180      0.1521     -0.8557    -42.2547    -28.6496    -42.7105   -230.8183    237.8859
     -1.8974      0.1481     -0.7875    -42.6421    -28.9122    -42.3364   -228.3920    238.7044
     -1.8935      0.2603     -0.9157    -41.9135    -28.4183    -67.4749   -224.4318    226.8567
     -1.9010      0.2543     -1.1823    -40.3983    -27.3909    -60.9454   -222.3792    210.9508
     -1.9169      0.2510     -0.8251    -42.4287    -28.7675    -66.2252   -237.1428    232.1414
     -1.8956      0.1845     -1.0556    -41.1183    -27.8791    -46.5487   -224.8211    219.4919
     -1.9093      0.2907     -0.9165    -41.9093    -28.4154    -74.7783   -229.1337    227.1649
     -1.9010      0.3150     -1.4626    -38.8051    -26.3107    -69.6821   -214.7579    193.4950
     -1.9344      0.2525     -0.7083    -43.0924    -29.2176    -68.2586   -247.4939    238.9993
     -1.8889      0.2765     -0.5201    -44.1619    -29.9427    -76.5081   -244.4028    240.4117
     -1.8783      0.1702     -1.5615    -38.2428    -25.9294    -36.0412   -205.7729    190.8235
     -1.9408      0.2009     -1.0221    -41.3089    -28.0083    -52.9239   -227.6208    232.4588
     -1.9073      0.2126     -1.2332    -40.1089    -27.1947    -51.4344   -217.3554    213.7302
     -1.9201      0.2336     -1.1707    -40.4643    -27.4357    -57.3942   -222.2833    217.9304
     -1.9162      0.2367     -1.1449    -40.6108    -27.5350    -58.1544   -223.9902    217.5161
     -1.9147      0.2485     -1.1249    -40.7249    -27.6123    -61.1276   -224.8354    217.5977
     -1.9135      0.1329     -0.4784    -44.3990    -30.1035    -41.7084   -247.3377    254.2852
     -1.8759      0.2648     -0.8012    -42.5641    -28.8594    -70.0077   -225.2509    229.3767
     -1.8943      0.2243     -0.9446    -41.7494    -28.3070    -57.2887   -229.9382    222.4663
     -1.9027      0.2009     -1.2506    -40.0101    -27.1277    -48.1530   -217.3608    211.5407
     -1.9211      0.2139     -1.1302    -40.6942    -27.5915    -53.5716   -222.9668    221.4521
     -1.9138      0.1763     -1.3848    -39.2472    -26.6104    -41.2362   -213.0464    208.3330
     -1.9295      0.2771     -1.2585    -39.9653    -27.0973    -66.6035   -218.7146    214.9809
     -1.9216      0.3047     -1.0719    -41.0259    -27.8164    -74.8268   -230.7976    217.5817
     -1.9103      0.2642     -0.7357    -42.9365    -29.1118    -70.0903   -242.6008    232.6364
     -1.8905      0.1850     -1.0391    -41.2120    -27.9426    -46.5953   -225.4896    218.7630
     -1.9083      0.1976     -0.4441    -44.5938    -30.2356    -59.0254   -244.9405    254.5057
     -1.8740      0.3098     -0.9375    -41.7899    -28.3344    -77.8392   -224.5165    217.8583
     -1.9022      0.2124     -0.9411    -41.7692    -28.3204    -54.2530   -233.6718    222.9142
     -1.9025      0.2398     -1.3497    -39.4467    -26.7457    -55.6465   -213.5147    205.4773
     -1.9273      0.2476     -1.2228    -40.1683    -27.2349    -59.7125   -223.1218    215.0286
     -1.9194      0.2553     -1.1842    -40.3873    -27.3834    -61.7920   -224.0350    214.8298
     -1.9171      0.2355     -1.0030    -41.4175    -28.0819    -59.7998   -230.5390    223.9323
     -1.9061      0.3110     -0.6599    -43.3677    -29.4042    -83.4493   -241.2943    236.2346
     -1.8861      0.2135     -1.1900    -40.3545    -27.3612    -50.5298   -222.6184    207.4231
     -1.9174      0.2134     -0.8765    -42.1364    -28.5694    -56.8445   -232.4418    232.9414
     -1.8987      0.2962     -1.0659    -41.0600    -27.8395    -72.9688   -224.0282    216.3557
     -1.9099      0.2732     -0.5390    -44.0546    -29.8700    -75.5397   -249.3179    242.2348
     -1.8793      0.2356     -0.9542    -41.6946    -28.2698    -59.3241   -228.1668    218.2409
     -1.9032      0.2218     -1.3712    -39.3247    -26.6630    -51.0693   -213.9987    204.3568
     -1.9286      0.1831     -1.2271    -40.1437    -27.2183    -45.1640   -221.2920    218.4466
     -1.9197      0.2376     -1.0311    -41.2578    -27.9737    -60.6933   -225.6377    225.8420
     -1.9078      0.3021     -1.0929    -40.9064    -27.7354    -73.8911   -225.7886    215.5742
     -1.9115      0.2000     -1.4928    -38.6338    -26.1945    -44.0553   -214.3342    198.0395
     -1.9363      0.2073     -1.2505    -40.0108    -27.1282    -50.7744   -220.4631    218.5940
     -1.9211      0.1659     -1.2647    -39.9299    -27.0733    -40.6944   -217.8583    216.4265
     -1.9220      0.2679     -0.8900    -42.0596    -28.5173    -70.3069   -230.4756    232.7228
     -1.8994      0.2395     -1.0076    -41.3913    -28.0642    -60.0661   -228.7518    219.5976
     -1.9064      0.1877     -1.2935    -39.7666    -26.9626    -44.5221   -217.0443    210.0422
     -1.9238      0.2648     -1.0176    -41.3345    -28.0257    -67.3646   -227.2987    225.9743
     -1.9070      0.2496     -1.1035    -40.8460    -27.6945    -61.2027   -226.2506    216.0125
     -1.9122      0.0962     -1.7063    -37.4202    -25.3717    -19.5743   -202.3876    193.5926
     -1.9502      0.1943     -0.8725    -42.1590    -28.5847    -54.4647   -229.9857    245.1642
     -1.8984      0.1588     -0.4429    -44.6006    -30.2401    -48.8042   -243.5513    253.9039
     -1.8740      0.1636     -0.5869    -43.7822    -29.6852    -47.8541   -232.8046    242.9025
     -1.8820      0.2236     -0.8337    -42.3795    -28.7342    -59.4266   -226.2246    229.5750
     -1.8962      0.2607     -0.8201    -42.4572    -28.7868    -68.3480   -232.7207    229.0469
     -1.8954      0.2412     -0.7357    -42.9368    -29.1121    -64.5068   -237.5867    232.4113
     -1.8905      0.2275     -1.4443    -38.9091    -26.3812    -50.8781   -210.1087    197.9504
     -1.9333      0.3293     -1.1067    -40.8282    -27.6824    -80.7686   -228.4651    219.0491
     -1.9123      0.1587     -1.2132    -40.2227    -27.2718    -38.1974   -225.6836    212.7719
     -1.9188      0.2547     -0.9176    -41.9028    -28.4110    -66.7206   -228.4344    231.5773
     -1.9011      0.2797     -1.0178    -41.3333    -28.0249    -69.5409   -228.3335    218.2271
     -1.9070      0.2277     -1.1216    -40.7435    -27.6249    -55.6902   -226.2083    215.4423
     -1.9133      0.2304     -1.1869    -40.3724    -27.3733    -56.0709   -221.6354    215.3570
     -1.9172      0.2020     -0.6621    -43.3548    -29.3955    -56.9071   -241.0695    243.4482
     -1.8863      0.2320     -1.2830    -39.8260    -27.0029    -54.5580   -213.0913    206.4811
     -1.9231      0.1407     -1.5423    -38.3521    -26.0035    -31.4530   -209.1789    202.8096
     -1.9395      0.3258     -1.1028    -40.8499    -27.6971    -81.1026   -224.2817    224.0636
     -1.9121      0.2954     -1.1179    -40.7646    -27.6392    -71.1182   -230.5916    211.9200
     -1.9130      0.3255     -1.3173    -39.6310    -26.8706    -74.8711   -222.0103    202.2319
     -1.9253      0.2239     -0.9302    -41.8312    -28.3624    -57.6296   -238.3253    226.8639
     -1.9018      0.2135     -1.2508    -40.0092    -27.1271    -51.0201   -217.3693    210.8696
     -1.9211      0.2349     -1.4230    -39.0301    -26.4632    -53.9253   -213.2870    205.4361
     -1.9319      0.2775     -1.2594    -39.9600    -27.0937    -66.1264   -222.4585    213.0285
     -1.9217      0.1873     -0.8815    -42.1082    -28.5502    -49.9775   -236.3034    232.1038
     -1.8989      0.1720     -1.2869    -39.8041    -26.9880    -41.4088   -213.0264    211.7086
     -1.9234      0.2099     -0.9386    -41.7835    -28.3301    -55.7246   -228.5131    232.8191
     -1.9023      0.2997     -0.7715    -42.7329    -28.9738    -78.9075   -235.0352    231.5045
     -1.8925      0.2465     -1.3945    -39.1924    -26.5732    -55.3044   -215.8478    197.6729
     -1.9301      0.2016     -1.1740    -40.4455    -27.4229    -49.8930   -225.1175    219.6468
     -1.9164      0.2396     -1.5458    -38.3322    -25.9901    -53.1320   -207.5563    198.7429
     -1.9397      0.1855     -0.9534    -41.6991    -28.2729    -49.4999   -233.9130    233.6180
     -1.9032      0.2662     -1.0753    -41.0064    -27.8032    -66.2338   -222.2837    219.1463
     -1.9105      0.1593     -1.2655    -39.9253    -27.0702    -38.2969   -219.8228    212.2892
     -1.9221      0.1927     -1.3092    -39.6770    -26.9018    -46.6984   -213.8537    215.1842
     -1.9248      0.1990     -1.2922    -39.7740    -26.9676    -48.0788   -216.8775    214.9557
     -1.9237      0.1689     -1.1502    -40.5805    -27.5144    -43.0023   -221.9183    222.8910
     -1.9150      0.2387     -1.1828    -40.3954    -27.3889    -58.6857   -218.6456    217.8992
     -1.9170      0.2223     -0.7574    -42.8131    -29.0282    -60.4268   -238.3182    237.4048
     -1.8917      0.2123     -1.7751    -37.0291    -25.1065    -43.0963   -197.0939    183.2296
     -1.9548      0.1833     -1.4162    -39.0687    -26.4894    -43.4626   -217.1956    214.0713
     -1.9315      0.2143     -1.3603    -39.3868    -26.7051    -50.8383   -214.8908    212.5318
     -1.9280      0.1855     -1.1228    -40.7367    -27.6203    -47.1550   -224.5998    223.7838
     -1.9133      0.2185     -1.6237    -37.8893    -25.6897    -47.4807   -203.1333    195.7746
     -1.9448      0.2979     -1.1779    -40.4233    -27.4078    -72.6862   -226.4613    219.3607
     -1.9167      0.2397     -0.9225    -41.8750    -28.3921    -61.5613   -235.9899    225.9786
     -1.9014      0.1920     -1.4048    -39.1339    -26.5336    -43.8630   -212.4297    203.3832
     -1.9308      0.2116     -1.5947    -38.0541    -25.8015    -46.7878   -206.6847    200.3486
     -1.9429      0.2553     -1.2775    -39.8574    -27.0242    -61.3340   -221.5999    216.0300
     -1.9228      0.2302     -1.2481    -40.0244    -27.1374    -55.0842   -222.3011    213.0107
     -1.9210      0.2249     -1.1307    -40.6917    -27.5898    -55.8117   -224.7981    219.7643
     -1.9138      0.2848     -1.6211    -37.9045    -25.7000    -61.4242   -206.3809    191.8300
     -1.9446      0.2647     -0.9574    -41.6766    -28.2576    -67.8823   -238.1080    229.1704
     -1.9034      0.2393     -1.4015    -39.1526    -26.5463    -54.2373   -214.8541    201.0204
     -1.9305      0.1776     -0.6810    -43.2477    -29.3228    -50.9475   -242.4948    245.9417
     -1.8873      0.1771     -0.9054    -41.9721    -28.4580    -47.2860   -224.6382    228.5626
     -1.9003      0.1459     -1.2442    -40.0465    -27.1524    -36.1615   -213.8277    215.5777
     -1.9207      0.2466     -1.3704    -39.3290    -26.6659    -58.0374   -211.3025    210.2208
     -1.9286      0.2775     -1.2801    -39.8423    -27.0139    -65.5795   -221.9558    210.8999
     -1.9230      0.1720     -0.7974    -42.5861    -28.8742    -47.4474   -239.3512    237.2535
     -1.8940      0.2013     -1.6857    -37.5373    -25.4511    -42.5752   -197.4990    190.4853
     -1.9488      0.2311     -1.1771    -40.4282    -27.4111    -57.6209   -225.2002    223.6403
     -1.9166      0.1946     -1.0055    -41.4032    -28.0722    -50.3678   -228.4431    226.4315
     -1.9063      0.3153     -0.8538    -42.2654    -28.6568    -81.5521   -231.9030    228.1879
     -1.8973      0.2354     -1.2083    -40.2504    -27.2906    -55.5528   -223.9736    207.5576
     -1.9185      0.3397     -0.8641    -42.2067    -28.6171    -87.1363   -235.9624    227.4241
     -1.8979      0.2075     -1.1393    -40.6429    -27.5567    -49.8844   -227.6375    211.2732
     -1.9143      0.2289     -0.8459    -42.3102    -28.6872    -60.9908   -232.9674    233.4196
     -1.8969      0.2635     -1.4096    -39.1066    -26.5151    -59.6982   -211.8866    199.8756
     -1.9311      0.2414     -0.7234    -43.0068    -29.1595    -65.7588   -243.2791    240.1123
     -1.8898      0.1939     -0.7030    -43.1223    -29.2378    -53.4306   -236.2112    235.7532
     -1.8886      0.2083     -1.3180    -39.6272    -26.8681    -48.8559   -211.3779    206.4910
     -1.9253      0.2835     -1.6963    -37.4768    -25.4101    -60.3597   -204.0716    190.8492
     -1.9495      0.2299     -0.9940    -41.4688    -28.1167    -59.2396   -236.9143    229.8250
     -1.9056      0.2685     -1.3535    -39.4250    -26.7310    -61.9164   -215.1648    204.0054
     -1.9275      0.2214     -1.2222    -40.1714    -27.2370    -53.4441   -224.5466    215.0352
     -1.9194      0.1541     -1.1667    -40.4870    -27.4510    -39.0351   -221.8802    220.9585
     -1.9160      0.2300     -1.3950    -39.1895    -26.5713    -53.7384   -210.0758    208.4642
     -1.9301      0.2161     -0.7338    -42.9476    -29.1193    -59.7223   -240.4547    241.8662
     -1.8904      0.2236     -0.8112    -42.5076    -28.8210    -59.4329   -231.3024    230.2514
     -1.8948      0.2889     -0.4922    -44.3208    -30.0504    -80.5816   -244.7379    243.6033
     -1.8767      0.1439     -1.4353    -38.9603    -26.4159    -31.6423   -210.4903    197.3031
     -1.9327      0.2599     -1.5150    -38.5072    -26.1087    -59.0588   -207.5785    204.7235
     -1.9378      0.3197     -1.3717    -39.3221    -26.6612    -73.6141   -221.0741    205.7910
     -1.9287      0.2357     -1.0007    -41.4305    -28.0908    -59.5340   -236.0148    223.7235
     -1.9060      0.2136     -0.9328    -41.8167    -28.3526    -55.5404   -230.1278    226.9830
     -1.9020      0.2632     -1.5945    -38.0556    -25.8025    -56.9998   -204.9430    192.3240
     -1.9429      0.1872     -0.6859    -43.2198    -29.3039    -53.3491   -245.6151    246.8200
     -1.8876      0.2127     -1.1187    -40.7595    -27.6358    -52.7003   -218.0503    216.1974
     -1.9131      0.1816     -1.3793    -39.2789    -26.6319    -42.4854   -213.1561    208.3145
     -1.9292      0.1486     -1.1359    -40.6619    -27.5696    -38.8065   -221.8959    226.1983
     -1.9141      0.2673     -0.8969    -42.0205    -28.4907    -70.0244   -228.0959    231.5388
     -1.8998      0.2297     -0.6318    -43.5274    -29.5125    -63.2906   -242.2194    238.6941
